"";"title";"first_name";"last_name";"full_name";"gender";"date_birth";"place_birth";"country_birth";"date_death";"religion";"family_stat";"occupation";"party";"time";"legislature";"elect_distr";"faction";"mandate_type"
"97";"";"Lothar";"Barthel";"Lothar Barthel";"männlich";"28.06.1937";"Kirchworbis / Thüringen";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Rechtsanwalt";"CDU";1;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Volkskammer"
"98";"Dr.";"Walter";"Bartram";"Dr. Walter Bartram";"männlich";"21.04.1893";"Neumünster";NA;"29.09.1971";"evangelisch";"keine Angaben";"Kaufmann";"CDU";1;"1";"10";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"99";"";"Holger";"Bartsch";"Holger Bartsch";"männlich";"28.03.1941";"Breslau";NA;NA;"ohne Angaben";"verheiratet, 2 Kinder";"Dipl.-Ökonom";"SPD";1;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"100";"";"Willy";"Bartsch";"Willy Bartsch";"männlich";"24.03.1905";"Bielau";NA;"09.06.1988";"ohne Angaben";"verheiratet, 1 Kind";"Verwaltungsangestellter";"SPD";1;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"101";"Dr.";"Rainer";"Barzel";"Dr. Rainer Barzel";"männlich";"20.06.1924";"Braunsberg / Ostpreußen";NA;"26.08.2006";"katholisch";"unverheiratet, 1 Pflegekind";"Präsident DBT a.D.";"CDU";1;"3";"104";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"102";"";"Gert";"Bastian";"Gert Bastian";"männlich";"26.03.1923";"München";NA;"01.10.1992";"ohne Angaben";"verheiratet, 2 Kinder";"Generalmajor";"GRÜNE";1;"10";NA;"Fraktion Die Grünen";"Landesliste"
"103";"";"Hans";"Batz";"Hans Batz";"männlich";"23.10.1927";"Nürnberg";NA;"25.09.1986";"ohne Angaben";"verheiratet, 3 Kinder";"Schweißer";"SPD";1;"6";"230";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"104";"";"Hannsheinz";"Bauer";"Hannsheinz Bauer";"männlich";"28.03.1909";"Wunsiedel";NA;"18.07.2005";"ohne Angaben";"verheiratet";"Verwaltungsangestellter";"SPD";1;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"105";"";"Harald";"Bauer";"Harald Bauer";"männlich";"24.04.1949";"Langendorf / Krs. Weißenfels";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Stellvertretender Vorsitzender b. Rat des Kreises Burg, Physiker";"CDU";1;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Volkskammer"
"106";"";"Josef";"Bauer";"Josef Bauer";"männlich";"10.06.1915";"Wasserburg";NA;"15.07.1989";"katholisch";"verheiratet, 2 Kinder";"Landwirt, Molkereibesitzer";"CSU";1;"2";"196";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"107";"Dr.";"Wolf";"Bauer";"Dr. Wolf Bauer";"männlich";"05.03.1939";"Steinach / Thüringen";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Apotheker";"CDU";1;"11";"58";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"108";"";"Friedrich";"Bauereisen";"Friedrich Bauereisen";"männlich";"09.12.1895";"Ehingen";NA;"14.01.1965";"evangelisch";"verheiratet";"Landwirt";"CSU";1;"1";"30";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"109";"";"Bernhard";"Bauknecht";"Bernhard Bauknecht";"männlich";"31.03.1900";"Albertshofen / Krs. Ravensburg";NA;"23.10.1985";"katholisch";"verheiratet";"Landwirt";"CDU";1;"1";"5";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"110";"";"Gerhart Rudolf";"Baum";"Gerhart Rudolf Baum";"männlich";"28.10.1932";"Dresden";NA;NA;"evangelisch";"verheiratet, 3 Kinder";"Rechtsanwalt, Bundesminister a. D.";"FDP";1;"7";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"111";"";"Brigitte";"Baumeister";"Brigitte Baumeister";"weiblich";"19.10.1946";"Stuttgart";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Diplom-Mathematikerin";"CDU";1;"12";"164";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"112";"Dr.";"Josef";"Baumgartner";"Dr. Josef Baumgartner";"männlich";"16.11.1904";"Sulzemoos";NA;"21.01.1964";"katholisch";"keine Angaben";"Staatsminister a. D.";"BP";1;"1";NA;"Fraktion Bayernpartei";"Landesliste"
"113";"Dr.";"Georg";"Baur";"Dr. Georg Baur";"männlich";"02.04.1895";"Trugenhofen";NA;"01.04.1975";"katholisch";"keine Angaben";"Hochschullehrer";"CDU";1;"1";"7";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"114";"";"Valentin";"Baur";"Valentin Baur";"männlich";"19.12.1891";"Augsburg";NA;"25.06.1971";"ohne Angaben";"verheiratet";"Angestellter";"SPD";1;"1";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"115";"";"Paul";"Bausch";"Paul Bausch";"männlich";"27.05.1895";"Korntal";NA;"01.09.1981";"evangelisch";"verheiratet, 5 Kinder";"Oberregierungsrat";"CDU";1;"1";"5";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"116";"";"Hans";"Bay";"Hans Bay";"männlich";"22.06.1913";"Dimboola";"Australien";"30.10.2009";"ohne Angaben";"verheiratet, 5 Kinder";"Heilpraktiker";"SPD";1;"3";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"117";"Dr.";"Alfons";"Bayerl";"Dr. Alfons Bayerl";"männlich";"27.12.1923";"Heid / Sudetenland";NA;"20.03.2009";"ohne Angaben";"verheiratet, 4 Kinder";"Richter a. D.";"SPD";1;"5";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"118";"";"Konstantin";"Bayern";"Konstantin Bayern";"männlich";"15.08.1920";"München";NA;"30.07.1969";"katholisch";"verheiratet";"Journalist";"CSU";1;"5";"204";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"119";"";"Richard";"Bayha";"Richard Bayha";"männlich";"15.03.1929";"Altenhaßlau / Main-Kinzig-Kreis / Hessen";NA;"03.11.1993";"evangelisch";"verheiratet, 3 Kinder";"Landwirt";"CDU";1;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"120";"";"Helmut";"Bazille";"Helmut Bazille";"männlich";"19.11.1920";"Stuttgart";NA;"05.05.1973";"ohne Angaben";"verheiratet";"Hauptgeschäftsführer a. D.";"SPD";1;"1";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"121";"Dr.";"Walter";"Becher";"Dr. Walter Becher";"männlich";"01.10.1912";"Karlsbad";NA;"25.08.2005";"katholisch";"verheiratet, 1 Kind";"Volkswirt";"CSU";1;"5";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"122";"Dr.";"Karl";"Bechert";"Dr. Karl Bechert";"männlich";"23.08.1901";"Nürnberg";NA;"02.04.1981";"ohne Angaben";"verheiratet, 2 Kinder";"Universitätsprofessor";"SPD";1;"3";"126";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"123";"Dr.";"Curt";"Becker";"Dr. Curt Becker";"männlich";"07.08.1905";"Mönchengladbach";NA;"27.02.1987";"katholisch";"verheiratet, 3 Kinder";"Fabrikant";"CDU";1;"3";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"124";"";"Fritz";"Becker";"Fritz Becker";"männlich";"20.12.1910";"Thale / Harz";NA;"22.06.1983";"ohne Angaben";"keine Angaben";"Bankangestellter";"DP";1;"2";"17";"Fraktion Deutsche Partei";"Direktwahl"
"125";"";"Helmuth";"Becker";"Helmuth Becker";"männlich";"03.09.1929";"Münster / Westfalen";NA;"20.05.2011";"katholisch";"verheiratet, 3 Kinder";"Vizepräsident DBT a. D., Dipl.-Ingenieur";"SPD";1;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"126";"";"Josef";"Becker";"Josef Becker";"männlich";"08.02.1905";"Bochum";NA;"19.10.1996";"katholisch";"verheiratet, 4 Kinder";"Schuhmachermeister";"CDU";1;"1";"14";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"127";"Dr.";"Karl";"Becker";"Dr. Karl Becker";"männlich";"20.09.1923";"Flörsheim am Main";NA;"03.05.2002";"katholisch";"verheiratet, 2 Kinder";"Internist";"CDU";1;"8";"141";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"128";"Dr.";"Max";"Becker";"Dr. Max Becker";"männlich";"25.05.1888";"Kassel";NA;"29.07.1960";"evangelisch";"verheiratet, 3 Kinder";"Rechtsanwalt und Notar, Vizepräsident DBT a. D.";"FDP";1;"1";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"129";"";"Roland";"Becker";"Roland Becker";"männlich";"25.08.1940";"ohne Angaben";NA;NA;"ohne Angaben";"keine Angaben";"Ingenieur, Referatsleiter Kommunalwesen, Bezirksverwaltung Leipzig";"CDU";1;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Volkskammer"
"130";"";"Ingrid";"Becker-Inglau";"Ingrid Becker-Inglau";"weiblich";"20.11.1946";"Essen";NA;NA;"evangelisch";"verheiratet";"Rektorin a. D., Didakt. Leiterin";"SPD";1;"11";"90";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"131";"";"Klaus";"Beckmann";"Klaus Beckmann";"männlich";"11.08.1944";"Ennigloh / Krs. Herford";NA;"27.05.1994";"evangelisch";"verheiratet, 3 Kinder";"Rechtsanwalt, Parl. Staatssekretär a. D.";"FDP";1;"9";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"132";"";"Angelika";"Beer";"Angelika Beer";"weiblich";"24.05.1957";"Kiel";NA;NA;"ohne Angaben";"keine Angaben";"Referentin für Menschenrechtsfragen, Rechtsanwaltsgehilfin";"BÜNDNIS 90/DIE GRÜNEN";1;"11";NA;"Fraktion Die Grünen";"Landesliste"
"133";"Dr.";"Friedrich";"Beermann";"Dr. Friedrich Beermann";"männlich";"09.10.1912";"Moskau";NA;"24.11.1975";"evangelisch";"verheiratet";"Rechtsanwalt";"SPD";1;"6";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"134";"";"Walter";"Behrendt";"Walter Behrendt";"männlich";"18.09.1914";"Dortmund";NA;"23.07.1997";"ohne Angaben";"verheiratet, 1 Kind";"Redakteur, Vizepräsident des Europäischen Parlaments a. D.";"SPD";1;"3";"117";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"135";"";"Arno";"Behrisch";"Arno Behrisch";"männlich";"06.06.1913";"Dresden";NA;"16.09.1989";"ohne Angaben";"verheiratet";"Chefredakteur, Geschäftsführer";"SPD";1;"1";"28";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"136";"";"Meinrad";"Belle";"Meinrad Belle";"männlich";"18.07.1943";"Philippsburg / Landkrs. Karlsruhe";NA;"04.12.2015";"katholisch";"verheiratet, 2 Kinder";"Bürgermeister a. D.";"CDU";1;"12";"190";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"137";"Dr.";"Ernst";"Benda";"Dr. Ernst Benda";"männlich";"15.01.1925";"Berlin";NA;"02.03.2009";"evangelisch";"verheiratet, 2 Kinder";"Rechtsanwalt";"CDU";1;"3";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"138";"";"Reinhold F.";"Bender";"Reinhold F. Bender";"männlich";"06.08.1908";"Dresden";NA;"11.11.1977";"ohne Angaben";"keine Angaben";"Geschäftsführer";"GB/ BHE";1;"2";NA;"Fraktion Gesamtdeutscher Block / Block der Heimatvertriebenen und Entrechteten";"Landesliste"
"139";"";"Ursula";"Benedix";"Ursula Benedix";"weiblich";"12.09.1922";"Neurode / Schlesien";NA;"17.05.2014";"katholisch";"verheiratet";"Oberstudienrätin a. D., Diplomhandelslehrerin";"CDU";1;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"140";"";"Franziska";"Bennemann";"Franziska Bennemann";"weiblich";"30.01.1905";"Hermsdorf";NA;"26.08.1986";"ohne Angaben";"keine Angaben";"Hausfrau";"SPD";1;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"141";"";"Gerold";"Benz";"Gerold Benz";"männlich";"02.05.1921";"Offenburg / Baden";NA;"23.07.1987";"katholisch";"verheiratet";"Journalist";"CDU";1;"7";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"142";"";"August";"Berberich";"August Berberich";"männlich";"18.03.1912";"Gottersdorf";NA;"12.12.1982";"katholisch";"verheiratet";"Landwirt";"CDU";1;"3";"182";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"143";"";"Franz";"Berding";"Franz Berding";"männlich";"11.05.1915";"Fürstenau";NA;"16.02.2010";"katholisch";"verheiratet, 4 Kinder";"Hauptgeschäftsführer, Landesminister a. D.";"CDU";1;"6";"95";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"144";"";"Fritz";"Berendsen";"Fritz Berendsen";"männlich";"15.03.1904";"Ratzeburg";NA;"01.10.1974";"evangelisch";"verheiratet, 3 Kinder";"Industriekaufmann";"CDU";1;"2";"93";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"145";"Dr.";"Hermann";"Berg";"Dr. Hermann Berg";"männlich";"29.08.1905";"Altena";NA;"21.10.1982";"evangelisch";"keine Angaben";"Industriekaufmann";"FDP";1;"2";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"146";"";"Hans";"Berger";"Hans Berger";"männlich";"28.02.1938";"Alsdorf / Krs. Aachen";NA;NA;"katholisch";"verheiratet, 1 Kind";"Bergmann, Gewerkschaftssekretär, Gewerkschaftsvorsitzender";"SPD";1;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"147";"";"Lieselotte";"Berger";"Lieselotte Berger";"weiblich";"13.11.1920";"Berlin";NA;"26.09.1989";"evangelisch";"keine Angaben";"Redakteurin, Parl. Staatss. b. Bundeskanzler, Bevollmächtigte d. Bundesregierung";"CDU";1;"6";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"148";"";"Markus";"Berger";"Markus Berger";"männlich";"28.01.1938";"Ingelheim / Frei-Weinheim";NA;"29.10.2016";"katholisch";"verheiratet, 4 Kinder";"Oberstleutnant a. D.";"CDU";1;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"149";"";"Ulrich";"Berger";"Ulrich Berger";"männlich";"24.10.1921";"Dortmund";NA;"20.01.2003";"katholisch";"verheiratet, 1 Kind";"Stadtamtmann a. D.";"CDU";1;"3";"112";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"150";"";"Margarete";"Heise";"Margarete Heise";"weiblich";"11.01.1911";"Berlin";NA;"27.03.1981";"ohne Angaben";"verheiratet, 1 Kind";"Hausfrau";"SPD";1;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"151";"";"Wolfram";"Bergerowski";"Wolfram Bergerowski";"männlich";"14.03.1936";"Ludwigsburg";NA;"02.06.2009";"ohne Angaben";"verheiratet";"Richter a. D.";"FDP";1;"9";NA;"Fraktion der Freien Demokratischen Partei";"Landesliste"
"152";"";"Karl";"Bergmann";"Karl Bergmann";"männlich";"07.06.1907";"Duisburg";NA;"21.08.1979";"ohne Angaben";"verheiratet";"Gewerkschaftssekretär i. R.";"SPD";1;"1";"31";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"153";"Dr.";"Sabine";"Bergmann-Pohl";"Dr. Sabine Bergmann-Pohl";"weiblich";"20.04.1946";"Eisenach";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Ärztin";"CDU";1;"11";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Volkskammer"
"154";"Dr.";"Bernhard Gerhard";"Bergmeyer";"Dr. Bernhard Gerhard Bergmeyer";"männlich";"22.06.1897";"Ibbenbüren";NA;"02.03.1987";"katholisch";"verheiratet, 3 Kinder";"Abteilungsleiter";"CDU";1;"2";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"155";"Dr.";"Ludwig";"Bergstraesser";"Dr. Ludwig Bergstraesser";"männlich";"23.02.1883";"Altkirch / Oberelsass";NA;"23.03.1960";"evangelisch";"keine Angaben";"Dozent";"SPD";1;"1";"18";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"156";"";"Karl Wilhelm";"Berkhan";"Karl Wilhelm Berkhan";"männlich";"08.04.1915";"Hamburg";NA;"09.03.1994";"ohne Angaben";"verheiratet";"Studienrat, Parl. Staatsekretär des Bundesminister der Verteidigung";"SPD";1;"3";"16";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"157";"";"August";"Berlin";"August Berlin";"männlich";"02.02.1910";"Brake / Krs. Lemgo";NA;"11.07.1981";"ohne Angaben";"verheiratet";"Angestellter, Geschäftsführer";"SPD";1;"1";"49";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"158";"Dr.";"Franz-Josef";"Berners";"Dr. Franz-Josef Berners";"männlich";"27.03.1945";"Dabringhausen / Rheinisch-Bergischer Kreis";NA;NA;"katholisch";"verheiratet, 1 Kind";"Leitender Angestellter";"CDU";1;"10";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"159";"";"Hans Gottfried";"Bernrath";"Hans Gottfried Bernrath";"männlich";"05.07.1927";"Meerbusch-Osterath";NA;"24.07.2010";"katholisch";"verheiratet, 3 Kinder";"Ministerialdirektor a. D.";"SPD";1;"9";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"160";"Dr.";"Walter";"Bersch";"Dr. Walter Bersch";"männlich";"07.04.1954";"Boppard";NA;NA;"katholisch";"verheiratet, 2 Kinder";"Diplom-Politologe";"SPD";1;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"161";"";"Erich";"Berschkeit";"Erich Berschkeit";"männlich";"26.12.1926";"Heydekrug / Memelland";NA;"19.05.2002";"katholisch";"verheiratet, 2 Kinder";"Prokurist";"SPD";1;"9";"54";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"162";"Dr.";"Helmut";"Bertram";"Dr. Helmut Bertram";"männlich";"20.03.1910";"Soest";NA;"27.01.1981";"katholisch";"keine Angaben";"Rechtsanwalt und Notar";"FU";1;"1";NA;"Fraktion Deutsche Zentrums-Partei";"Landesliste"
"163";"";"Johann Christoph";"Besch";"Johann Christoph Besch";"männlich";"20.03.1937";"Hamburg";NA;"27.02.2011";"evangelisch";"verheiratet, 2 Kinder";"Ministerialrat a. D.";"CDU";1;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"164";"Dr.";"Anton";"Besold";"Dr. Anton Besold";"männlich";"13.01.1904";"Weßling / Oberbayern";NA;"20.09.1991";"katholisch";"verheiratet, 2 Kinder";"Rechtsanwalt";"CSU";1;"1";"9";"Fraktion Bayernpartei";"Direktwahl"
"165";"";"Emil";"Bettgenhäuser";"Emil Bettgenhäuser";"männlich";"31.10.1906";"Flammersfeld";NA;"09.11.1982";"ohne Angaben";"verheiratet";"Geschäftsführer";"SPD";1;"1";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"166";"";"Friedhelm Julius";"Beucher";"Friedhelm Julius Beucher";"männlich";"21.07.1946";"Bergneustadt";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Rektor a. D.";"SPD";1;"12";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"167";"";"Willi";"Beuster";"Willi Beuster";"männlich";"13.08.1908";"Dortmund";NA;"09.07.1981";"ohne Angaben";"verheiratet, 3 Kinder";"Abteilungsleiter";"SPD";1;"4";"116";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"168";"";"Karl";"Bewerunge";"Karl Bewerunge";"männlich";"20.01.1913";"Heedfeld b. Lüdenscheid";NA;"26.08.1993";"evangelisch";"verheiratet, 3 Kinder";"Landwirt";"CDU";1;"4";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"169";"";"Lucie";"Beyer";"Lucie Beyer";"weiblich";"17.06.1914";"Herdorf";NA;"29.02.2008";"ohne Angaben";"verheiratet, 2 Kinder";"Hausfrau";"SPD";1;"2";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"170";"";"Hermann";"Biechele";"Hermann Biechele";"männlich";"01.03.1918";"Konstanz";NA;"15.04.1999";"katholisch";"verheiratet, 4 Kinder";"Studienrat a. D.";"CDU";1;"4";"183";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"171";"Dr.";"Kurt H.";"Biedenkopf";"Dr. Kurt H. Biedenkopf";"männlich";"28.01.1930";"Ludwigshafen / Rhein";NA;NA;"katholisch";"verheiratet, 4 Kinder";"Professor, Rechtsanwalt";"CDU";1;"8";NA;"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Landesliste"
"172";"";"Anna Maria";"Bieganowski";"Anna Maria Bieganowski";"weiblich";"22.04.1906";"München";NA;"16.03.1986";"ohne Angaben";"keine Angaben";"Angestellte";"DP";1;"1";NA;"Fraktionslos";"Landesliste"
"173";"";"Curt";"Biegler";"Curt Biegler";"männlich";"27.11.1911";"Pfeddersheim";NA;"05.04.2000";"ohne Angaben";"verheiratet, 2 Kinder";"Pfarrer";"SPD";1;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"174";"";"Alfred";"Biehle";"Alfred Biehle";"männlich";"15.11.1926";"Augsburg";NA;"29.10.2014";"katholisch";"verheiratet, 1 Kind";"Redakteur";"CSU";1;"6";"235";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"175";"";"Karl";"Bielig";"Karl Bielig";"männlich";"10.10.1898";"Meißen";NA;"13.06.1991";"konfessionslos";"keine Angaben";"Redakteur";"SPD";1;"1";"27";"Fraktion der Sozialdemokratischen Partei Deutschlands";"Direktwahl"
"176";"Dr.";"Adolf";"Bieringer";"Dr. Adolf Bieringer";"männlich";"29.08.1928";"Moersch";NA;"12.02.1988";"katholisch";"keine Angaben";"Regierungsrat";"CDU";1;"4";"179";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"177";"";"Hans-Dirk";"Bierling";"Hans-Dirk Bierling";"männlich";"29.03.1944";"Wernigerode / Harz";NA;NA;"evangelisch";"verheiratet, 2 Kinder";"Maurer, Dipl.-Ingenieur";"CDU";1;"12";"313";"Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union";"Direktwahl"
"178";"";"Günter";"Biermann";"Günter Biermann";"männlich";"25.01.1931";"Herford";NA;"02.11.1997";"ohne Angaben";"verheiratet, 1 Kind";"Industriekaufmann";"SPD";1;"4";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
"179";"";"Rudolf";"Bindig";"Rudolf Bindig";"männlich";"06.09.1940";"Goslar am Harz";NA;NA;"ohne Angaben";"verheiratet, 1 Kind";"Dipl.-Kaufmann";"SPD";1;"8";NA;"Fraktion der Sozialdemokratischen Partei Deutschlands";"Landesliste"
